,title,authors,venue,year,unique_id
644,distance-based outliers : algorithms and applications,"e knorr , r ng , v tucakov",vldb j.,2000,644
645,description logics for semantic query optimization in object-oriented database systems,"d beneventano , s bergamaschi , c sartori",acm trans . database syst .,2003,645
646,the challenge of process data warehousing,"m jarke , t list , j kіller",vldb,2000,646
647,the myriad federated database prototype,"s hwang , e lim , h yang , s musukula , k mediratta , m ganesh , d clements , j stenoien , j srivastava",sigmod conference,1994,647
648,computing capabilities of mediators,"r yerneni , c li , h garcia-molina , j ullman",sigmod conference,1999,648
649,panel : querying networked databases,"n koudas , d srivastava",sigmod conference,2003,649
650,report on the nsf workshop on building an infrastructure for mobile and wireless systems,,,2002,650
651,an aspect of query optimization in multidatabase systems ( extended abstract ),"c lee , c chen , h lu",sigmod record,1995,651
652,wrapping web data into xml,"w han , d buttler , c pu",sigmod record,2001,652
653,design and management of data warehouses : report on the dmdw '99 workshop,"s gatziu , m jeusfeld , m staudt , y vassiliou",sigmod record,1999,653
654,temporal database system implementations,m bіhlen,sigmod record,1995,654
655,mediator languages - a proposal for a standard,"p buneman , l raschid , j ullman",sigmod record,1997,655
656,constructing the next 100 database management systems,"a geppert , k dittrich",sigmod record,1994,656
657,reminiscences on influential papers,,,2000,657
658,an authorization system for digital libraries,"e ferrari , n adam , v atluri , e bertino , u capuozzo",vldb j.,2002,658
659,editor 's notes,m franklin,sigmod record,1997,659
660,metadata standards for data warehousing : open information model vs. common warehouse metamodel,"t vetterli , a vaduva , m staudt",sigmod record,2000,660
661,a foundation for multi-dimensional databases,"m gyssens , l lakshmanan",vldb,1997,661
662,efficient maintenance of materialized mediated views,"j lu , g moerkotte , j schќ , v subrahmanian",sigmod conference,1995,662
663,client-site query extensions,"t mayr , p seshadri",sigmod conference,1999,663
664,dwms : data warehouse management system,n mohan,vldb,1996,664
665,bringing order to query optimization,"g slivinskas , c jensen , r snodgrass",sigmod record,2002,665
666,a general techniques for querying xml documents using a relational database system,"j shanmugasundaram , e shekita , j kiernan , r krishnamurthy , s viglas , j naughton , i tatarinov",sigmod record,2001,666
667,storage and retrieval of xml data using relational databases,,,2001,667
668,incremental maintenance of externally materialized views,"m staudt , m jarke",vldb,1996,668
669,the x-tree : an index structure for high-dimensional data,"s berchtold , d keim , h kriegel",vldb,1996,669
670,searching and mining fine-grained semi-structured data,,,2002,670
671,multiple-view self-maintenance in data warehousing environments,n huyn,vldb,1997,671
672,peer-to-peer : harnessing the power of disruptive technologies,m nascimento,sigmod record,2003,672
673,digital library services in mobile computing,"b bhargava , m annamalai , e pitoura",sigmod record,1995,673
674,comparing hybrid peer-to-peer systems,"b yang , h garcia-molina",vldb,2001,674
675,banks : browsing and keyword searching in relational databases,"b aditya , g bhalotia , s chakrabarti , a hulgeri , c nakhe , p parag , s sudarshan",vldb,2002,675
676,mpeg-7 and multimedia database systems,h kosch,sigmod record,2002,676
677,neurorule : a connectionist approach to data mining,"h lu , r setiono , h liu",vldb,1995,677
678,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,678
679,incremental clustering for mining in a data warehousing environment,"m ester , h kriegel , j sander , m wimmer , x xu",vldb,1998,679
680,time-parameterized queries in spatio-temporal databases,"y tao , d papadias",sigmod conference,2002,680
681,index configuration in object-oriented databases,e bertino,vldb j.,1994,681
682,"title , preface to the special issue on persistent object systems",,,1995,682
683,building knowledge base management systems,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,1996,683
684,editorial,,,2001,684
685,formal query languages for secure relational databases,"m winslett , k smith , x qian",acm trans . database syst .,1994,685
686,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,686
687,database principles column - introduction,l libkin,sigmod record,1999,687
688,efficient algorithms for processing xpath queries,"g gottlob , c koch , r pichler",vldb,2002,688
689,e-services - guest editorial,,,2001,689
690,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,690
691,schemasql - a language for interoperability in relational multi-database systems,"l lakshmanan , f sadri , i subramanian",vldb,1996,691
692,query processing techniques for multiversion access methods,"j bercken , b seeger",vldb,1996,692
693,discovering internet marketing intelligence through online analytical web usage mining,"a bќchner , m mulvenna",sigmod record,1998,693
694,orthogonal optimization of subqueries and aggregation,"c galindo-legaria , m joshi",sigmod conference,2001,694
695,managing uncertainty in sensor database,"r cheng , s prabhakar",sigmod record,2003,695
696,the multidimensional database system rasdaman,"p baumann , a dehmel , p furtado , r ritsch , n widmann",sigmod conference,1998,696
697,a taxonomy for secure object-oriented databases,"m olivier , s solms",acm trans . database syst .,1994,697
698,relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003,698
699,converting relational to object-oriented databases,j fong,sigmod record,1997,699
700,odefs : a file system interface to an object-oriented database,"n gehani , h jagadish , w roome",vldb,1994,700
701,hypertext databases and data mining,,,1999,701
702,dynamic pipeline scheduling for improving interactive query performance,"t urhan , m franklin",vldb,2001,702
703,database research at the university of oklahoma,"l gruenwald , l brown , r dirckze , s guinepain , c sсnchez , b summers , s vanichayobon",sigmod record,1999,703
704,join index hierarchies for supporting efficient navigations in object-oriented databases,"z xie , j han",vldb,1994,704
705,dwms : data warehouse management system,n mohan,vldb,1996,705
706,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994,706
707,database management systems and the internet,s malaika,vldb,1996,707
708,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,708
709,exact : an extensible approach to active object-oriented databases,"o dэaz , a jaime",vldb j.,1997,709
710,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,710
711,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,711
712,the montage extensible datablade achitecture,m ubell,sigmod conference,1994,712
713,size separation spatial join,"n koudas , k sevcik",sigmod conference,1997,713
714,interaction of query evaluation and buffer management for information retrieval,"b jѓnsson , m franklin , d srivastava",sigmod conference,1998,714
715,the ccube constraint object-oriented database system,"a brodsky , v segal , j chen , p exarkhopoulo",sigmod conference,1999,715
716,a system for watermarking relational databases,"r agrawal , p haas , j kiernan",sigmod conference,2003,716
717,online association rule mining,c hidber,sigmod conference,1999,717
718,sequence query processing,"p seshadri , m livny , r ramakrishnan",sigmod conference,1994,718
719,qualitative representation of spatial knowledge in two-dimensional space,"d papadias , t sellis",vldb j.,1994,719
720,database management systems and the internet,s malaika,vldb,1996,720
721,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,721
722,a new sql-like operator for mining association rules,"r meo , g psaila , s ceri",vldb,1996,722
723,query rewriting for semistructured data,"y papakonstantinou , v vassalos",sigmod conference,1999,723
724,efficient algorithms for minimizing tree pattern queries,p ramanan,sigmod conference,2002,724
725,revisiting commit processing in distributed database systems,"r gupta , j haritsa , k ramamritham",sigmod conference,1997,725
726,secure transaction processing in firm real-time database systems,"b george , j haritsa",sigmod conference,1997,726
727,formal query languages for secure relational databases,"m winslett , k smith , x qian",acm trans . database syst .,1994,727
728,approximate query translation across heterogeneous information sources,"k chang , h garcia-molina",vldb,2000,728
729,processing sliding window multi-joins in continuous queries over data streams,"l golab , m жzsu",vldb,2003,729
730,balancing push and pull for data broadcast,"s acharya , m franklin , s zdonik",sigmod conference,1997,730
731,guest editor 's introduction,,,2002,731
732,sql query optimization : reordering for a general class of queries,"p goel , b iyer",sigmod conference,1996,732
733,temporal conditions and integrity constraints in active database systems,"a sistla , o wolfson",sigmod conference,1995,733
734,java and relational databases : sqlj ( tutorial ),,,1998,734
735,the mariposa distributed database management system,j sidell,sigmod record,1996,735
736,infering structure in semistructured data,"s nestorov , s abiteboul , r motwani",sigmod record,1997,736
737,selectivity estimation using probabilistic models,"l getoor , b taskar , d koller",sigmod conference,2001,737
738,data warehousing and olap for decision support ( tutorial ),,,1997,738
739,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,739
740,incremental computation and maintenance of temporal aggregates,"j yang , j widom",vldb j.,2003,740
741,including group-by in query optimization,"s chaudhuri , k shim",vldb,1994,741
742,metu interoperable database system,"a dogac , c dengi , e kilic , g жzhan , f ozcan , s nural , c evrendilek , u halici , i arpinar , p koksal , n kesim , s mancuhan",sigmod record,1995,742
743,medical information systems : characterization and challenges,"j ramirez , l smith , l peterson",sigmod record,1994,743
744,editor 's notes,j widom,sigmod record,1996,744
745,anatomy of a native xml base management system,"t fiebig , s helmer , c kanne , g moerkotte , j neumann , r schiele , t westmann",vldb j.,2002,745
746,editor 's notes and erratum,,,1994,746
747,interview with jim gray,,,2003,747
748,the ccube constraint object-oriented database system,"a brodsky , v segal , j chen , p exarkhopoulo",sigmod conference,1999,748
749,querying xml views of relational data,"j shanmugasundaram , j kiernan , e shekita , c fan , j funderburk",vldb,2001,749
750,searching for dependencies at multiple abstraction levels,"t calders , r ng , j wijsen",acm trans . database syst .,2002,750
751,query processing in spatial network databases,"d papadias , j zhang , n mamoulis , y tao",vldb,2003,751
752,efficient schemes for managing multiversionxml documents,"s chien , v tsotras , c zaniolo",vldb j.,2002,752
753,multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999,753
754,generic schema matching with cupid,"j madhavan , p bernstein , e rahm",vldb,2001,754
755,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,755
756,fast incremental indexing for full-text information retrieval,"e brown , j callan , w croft",vldb,1994,756
757,relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003,757
758,a general techniques for querying xml documents using a relational database system,"j shanmugasundaram , e shekita , j kiernan , r krishnamurthy , s viglas , j naughton , i tatarinov",sigmod record,2001,758
759,an annotated bibliography on real-time database systems,ж ulusoy,sigmod record,1995,759
760,sql query optimization : reordering for a general class of queries,"p goel , b iyer",sigmod conference,1996,760
761,belief reasoning in mls deductive databases,h jamil,sigmod conference,1999,761
762,benchmarking queries over trees : learning the hard truth the hard way,"f wattez , s cluet , v benzaken , g ferran , c fiegel",sigmod conference,2000,762
763,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994,763
764,"object-oriented , rapid application development in a pc database environment",f team,sigmod conference,1995,764
765,declarative updates of relational databases,w chen,acm trans . database syst .,1995,765
766,the intrinsic problems of structural heterogeneity and an approach to their solution,"t hфrder , g sauter , j thomas",vldb j.,1999,766
767,implementation aspects of an object-oriented dbms,"a dogac , m altinel , c ozkan , i durusoy",sigmod record,1995,767
768,further improvements on integrity constraint checking for stratifiable deductive databases,"s lee , t ling",vldb,1996,768
769,an annotated bibliography of benchmarks for object databases,a chaudhri,sigmod record,1995,769
770,using formal methods to reason about semantics-based decompositions of transactions,"p ammann , s jajodia , i ray",vldb,1995,770
771,performance tradeoffs for client-server query processing,"m franklin , b jѓnsson , d kossmann",sigmod conference,1996,771
772,a data model and data structures for moving objects databases,"l forlizzi , r gќting , e nardelli , m schneider",sigmod conference,2000,772
773,efficient concurrency control in multidimensional access methods,"k chakrabarti , s mehrotra",sigmod conference,1999,773
774,repositories and object oriented databases,p bernstein,sigmod record,1998,774
775,guest editorial,,,2002,775
776,fast algorithms for universal quantification in large databases,"g graefe , r cole",acm trans . database syst .,1995,776
777,high availability of commercial applications,k ivinskis,sigmod conference,1995,777
778,an aspect of query optimization in multidatabase systems ( extended abstract ),"c lee , c chen , h lu",sigmod record,1995,778
779,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,779
780,sampling large databases for association rules,h toivonen,vldb,1996,780
781,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998,781
782,krdb ' 98 : the 5th international workshop on knowledge representation meets databases,,,1998,782
783,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,783
784,the database group at university of hagen ( fernuniversitaet ),"g schlageter , t berkel , e heuel , s mittrach , a scherer , w wilkes",sigmod record,1995,784
785,editor 's notes,jennifer widom,sigmod record,1996,785
786,lh * rs : a high-availability scalable distributed data structure using reed solomon codes,"w litwin , t schwarz",sigmod conference,2000,786
787,editor 's notes,,,1997,787
788,information finding in a digital library : the stanford perspective,"t yan , h garcia-molina",sigmod record,1995,788
789,"proceedings of the 2003 acm sigmod international conference on management of data , san diego , california , usa , june 9-12 , 2003",,,2003,789
790,krdb ' 98 : the 5th international workshop on knowledge representation meets databases,,,1998,790
791,comparative analysis of six xml schema languages,"d lee , w chu",sigmod record,2000,791
792,active views for electronic commerce,"s abiteboul , b amann , s cluet , a eyal , l mignet , t milo",vldb,1999,792
793,benchmarking spatial join operations with spatial output,"e hoel , h samet",vldb,1995,793
794,editor 's notes,m franklin,sigmod record,1999,794
795,"title , foreword",,,1994,795
796,xmark : a benchmark for xml data management,"a schmidt , f waas , m kersten , m carey , i manolescu , r busse",vldb,2002,796
797,"the glue-nail deductive database system : design , implementation , and evaluation","m derr , s morishita , g phipps",vldb j.,1994,797
798,reminiscences on influential papers,,,1999,798
799,interview with michael stonebraker,,,2003,799
800,semistructured und structured data in the web : going back and forth,"p atzeni , g mecca , p merialdo",sigmod record,1997,800
801,mining generalized association rules,"r srikant , r agrawal",vldb,1995,801
802,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,802
803,rate-based query optimization for streaming information sources,"s viglas , j naughton",sigmod conference,2002,803
804,rainbow : multi-xquery optimization using materialized xml views,"x zhang , k dimitrova , l wang , m el-sayed , b murphy , b pielech , m mulchandani , l ding , e rundensteiner",sigmod conference,2003,804
805,algorithms for mining distance-based outliers in large datasets,"e knorr , r ng",vldb,1998,805
806,querying atsql databases with temporal logic,"j chomicki , d toman , m bіhlen",acm trans . database syst .,2001,806
807,nodose - a tool for semi-automatically extracting semi-structured data from text documents,b adelberg,sigmod conference,1998,807
808,research activities in database management and information retrieval at the university of illinois at chicago,"i cruz , a khokhar , b liu , a sistla , o wolfson , c yu",sigmod record,2002,808
809,approximate query translation across heterogeneous information sources,"k chang , h garcia-molina",vldb,2000,809
810,sqlj-part 1 : sql routines using the java programming language,"a eisenberg , j melton",sigmod record,1999,810
811,aggregate-query processing in data warehousing environments,"a gupta , v harinarayan , d quass",vldb,1995,811
812,query processing in spatial network databases,"d papadias , j zhang , n mamoulis , y tao",vldb,2003,812
813,semantic compression and pattern extraction with fascicles,"h jagadish , j madar , r ng",vldb,1999,813
814,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,1994,814
815,on the discovery of interesting patterns in association rules,"s ramaswamy , s mahajan , a silberschatz",vldb,1998,815
816,mining generalized association rules,"r srikant , r agrawal",vldb,1995,816
817,editor 's notes,l liu,sigmod record,2002,817
818,query optimization for selections using bitmaps,m wu,sigmod conference,1999,818
819,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998,819
820,distributed top-k monitoring,"b babcock , c olston",sigmod conference,2003,820
821,on applying hash filters to improving the execution of multi-join queries,"m chen , h hsiao , p yu",vldb j.,1997,821
822,maintenance of implication integrity constraints under updates to constraints,"n ishakbeyoglu , z жzsoyoglu",vldb j.,1998,822
823,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,823
824,agent-based semantic interoperability in infosleuth,"j fowler , b perry , m nodine , b bargmeyer",sigmod record,1999,824
825,semint : a system prototype for semantic integration in heterogeneous databases,"w li , c clifton",sigmod conference,1995,825
826,optimal clip ordering for multi-clip queries,"r ng , p shum",vldb j.,1998,826
827,tutorial : data access,,,2000,827
828,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,828
829,editor 's notes,l liu,sigmod record,2003,829
830,"o-o , what have they done to db2 ?","m carey , d chamberlin , s narayanan , b vance , d doole , s rielau , r swagerman , n mattos",vldb,1999,830
831,much ado about shared-nothing,"m norman , t zurek , p thanisch",sigmod record,1996,831
832,report on the 8th international workshop on knowledge representation meets databases ( krdb ),,,2001,832
833,schema and database evolution in the o2 object database system,"f ferrandina , t meyer , r zicari , g ferran , j madec",vldb,1995,833
834,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,834
835,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,835
836,coalescing in temporal databases,"m bіhlen , r snodgrass , m soo",vldb,1996,836
837,databases and transaction processing : an application-oriented approach - book review,a kemper,sigmod record,2002,837
838,the mentor workbench for enterprise-wide workflow management,"d wodtke , j weiпenfels , g weikum , a dittrich , p muth",sigmod conference,1997,838
839,editor 's notes,l liu,sigmod record,2002,839
840,fast subsequence matching in time-series databases,"c faloutsos , m ranganathan , y manolopoulos",sigmod conference,1994,840
841,keynote address,,,1995,841
842,multiple-view self-maintenance in data warehousing environments,n huyn,vldb,1997,842
843,peer-to-peer : harnessing the power of disruptive technologies,m nascimento,sigmod record,2003,843
844,reusing invariants : a new strategy for correlated queries,"j rao , k ross",sigmod conference,1998,844
845,the ccube constraint object-oriented database system,"a brodsky , v segal , j chen , p exarkhopoulo",sigmod conference,1999,845
846,smooth - a distributed multimedia database system,"h kosch , l bіszіrmщnyi , a bachlechner , c hanin , c hofbauer , m lang , c riedler , r tusch",vldb,2001,846
847,lh * rs : a high-availability scalable distributed data structure using reed solomon codes,"w litwin , t schwarz",sigmod conference,2000,847
848,e-services - guest editorial,,,2001,848
849,"olap , relational , and multidimensional database systems",g colliat,sigmod record,1996,849
850,reminiscences on influential papers,,,2003,850
851,the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan",vldb,1996,851
852,mining generalized association rules,"r srikant , r agrawal",vldb,1995,852
853,a fast index for semistructured data,"b cooper , n sample , m franklin , g hjaltason , m shadmon",vldb,2001,853
854,supporting top-k join queries in relational databases,"i ilyas , w aref , a elmagarmid",vldb,2003,854
855,metu interoperable database system,"a dogac , c dengi , e kilic , g жzhan , f ozcan , s nural , c evrendilek , u halici , i arpinar , p koksal , n kesim , s mancuhan",sigmod record,1995,855
856,open issues in parallel query optimization,"w hasan , d florescu , p valduriez",sigmod record,1996,856
857,s3 : similarity search in cad database systems,"s berchtold , h kriegel",sigmod conference,1997,857
858,"title , foreword",,,1994,858
859,maintenance of automatic summary tables,"w lehner , r sidle , h pirahesh , r cochrane",sigmod conference,2000,859
860,standards for databases on the grid,"s malaika , a eisenberg , j melton",sigmod record,2003,860
861,"lh * - a scalable , distributed data structure","w litwin , m neimat , d schneider",acm trans . database syst .,1996,861
862,database design for incomplete relations,"m levene , g loizou",acm trans . database syst .,1999,862
863,processing set expressions over continuous update streams,"s ganguly , m garofalakis , r rastogi",sigmod conference,2003,863
864,query processing for high-volume xml message brokering,"y diao , m franklin",vldb,2003,864
865,paradise : a database system for gis applications,p team,sigmod conference,1995,865
866,efficient and cost-effective techniques for browsing and indexing large video databases,"j oh , k hua",sigmod conference,2000,866
867,aurora : a data stream management system,"d abadi , d carney , u чetintemel , m cherniack , c convey , c erwin , e galvez , m hatoun , a maskey , a rasin , a singer , m stonebraker , n tatbul , y xing , r yan , s zdonik",sigmod conference,2003,867
868,beyond market baskets : generalizing association rules to correlations,"s brin , r motwani , c silverstein",sigmod conference,1997,868
869,data management for pervasive computing,"m cherniack , m franklin , s zdonik",vldb,2001,869
870,coalescing in temporal databases,"m bіhlen , r snodgrass , m soo",vldb,1996,870
871,the network is the database : data management for highly distributed systems,"j navas , m wynblatt",sigmod conference,2001,871
872,"declarative data cleaning : language , model , and algorithms","h galhardas , d florescu , d shasha , e simon , c saita",vldb,2001,872
873,a unified framework for enforcing multiple access control policies,"s jajodia , p samarati , v subrahmanian , e bertino",sigmod conference,1997,873
874,fast incremental indexing for full-text information retrieval,"e brown , j callan , w croft",vldb,1994,874
875,book review column,k aberer,sigmod record,2003,875
876,streaming queries over streaming data,"s chandrasekaran , m franklin",vldb,2002,876
877,safely and efficiently updating references during on-line reorganization,"c zou , b salzberg",vldb,1998,877
878,w3qs : a query system for the world-wide web,"d konopnicki , o shmueli",vldb,1995,878
879,the design and performance evaluation of alternative xml storage strategies,"f tian , d dewitt , j chen , c zhang",sigmod record,2002,879
880,orientstore : a schema based native xml storage system,"x meng , d luo , m lee , j an",vldb,2003,880
881,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,881
882,"tcp-d - the challenges , issues and results",r bhashyam,sigmod record,1996,882
883,database research at the university of illinois at urbana-champaign,"m winslett , k chang , a doan , j han , c zhai , y zhou",sigmod record,2002,883
884,database research at nthu and itri,a chen,sigmod record,1994,884
885,optimizing multi-feature queries for image databases,"u gќntzer , w balke , w kieпling",vldb,2000,885
886,datablitz storage manager : main memory database performance for critical applications,"j baulier , p bohannon , s gogate , c gupta , s haldar , s joshi , a khivesera , h korth , p mcilroy , j miller , p narayan , m nemeth , r rastogi , s seshadri , a silberschatz , s sudarshan , m wilder , c wei",sigmod conference,1999,886
887,d ( k ) - index : an adaptive structural summary for graph-structured data,"c qun , a lim , k ong",sigmod conference,2003,887
888,guest editorial,,,2001,888
889,data modelling in the large,m bertram,sigmod record,1994,889
890,extracting structured data from web pages,"a arasu , h garcia-molina",sigmod conference,2003,890
891,energy and rate based mac protocol for wireless sensor networks,"r kannan , r kalidindi , s iyengar , v kumar",sigmod record,2003,891
892,merging models based on given correspondences,"r pottinger , p bernstein",vldb,2003,892
893,generating call-level interfaces for advanced database application programming,"u nink , t hфrder , n ritter",vldb,1999,893
894,distributed deviation detection in sensor networks,"t palpanas , d papadopoulos , v kalogeraki , d gunopulos",sigmod record,2003,894
895,multi-step processing of spatial joins,"t brinkhoff , h kriegel , r schneider , b seeger",sigmod conference,1994,895
896,the mlpq/gis constraint database system,"p revesz , r chen , p kanjamala , y li , y liu , y wang",sigmod conference,2000,896
897,dbcache : middle-tier database caching for highly scalable e-business architectures,"c bornhіvd , m altinel , s krishnamurthy , c mohan , h pirahesh , b reinwald",sigmod conference,2003,897
898,oodb indexing by class-division,"s ramaswamy , p kanellakis",sigmod conference,1995,898
899,optimization of queries with user-defined predicates,"s chaudhuri , k shim",acm trans . database syst .,1999,899
900,wavelet synopses with error guarantees,"m garofalakis , p gibbons",sigmod conference,2002,900
901,the query by image content ( qbic ) system,"j ashley , m flickner , j hafner , d lee , w niblack , d petkovic",sigmod conference,1995,901
902,extracting schema from semistructured data,"s nestorov , s abiteboul , r motwani",sigmod conference,1998,902
903,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,903
904,fault tolerant design of multimedia servers,"s berson , l golubchik , r muntz",sigmod conference,1995,904
905,theory of dependence values,r meo,acm trans . database syst .,2000,905
906,the persistent cache : improving oid indexing in temporal object-oriented database systems,k nјrvхg,vldb,1999,906
907,a tsql2 tutorial,"nodgrass , i ahn , g ariav , d batory , j clifford , c dyreson , r elmasri , f grandi , c jensen , w kфfer , n kline , k kulkarni , t leung , n lorentzos , j roddick , a segev , m soo , s sripada",sigmod record,1994,907
908,metadata in video databases,"r jain , a hampapur",sigmod record,1994,908
909,too much middleware,m stonebraker,sigmod record,2002,909
910,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997,910
911,transaction timestamping in ( temporal ) databases,"c jensen , d lomet",vldb,2001,911
912,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995,912
913,mining frequent patterns without candidate generation,"j han , j pei , y yin",sigmod conference,2000,913
914,image mining in iris : integrated retinal information system,"w hsu , m lee , k goh",sigmod conference,2000,914
915,pbir - perception-based image retrieval,"e chang , t cheng , l chang",sigmod conference,2001,915
916,query optimization for xml,"j mchugh , j widom",vldb,1999,916
917,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,917
918,sampling large databases for association rules,h toivonen,vldb,1996,918
919,fast nearest neighbor search in medical image databases,"f korn , n sidiropoulos , c faloutsos , e siegel , z protopapas",vldb,1996,919
920,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,1994,920
921,formal query languages for secure relational databases,"m winslett , k smith , x qian",acm trans . database syst .,1994,921
922,new programs at darpa and nsf,x qian,sigmod record,1996,922
923,turbo-charging vertical mining of large databases,"p shenoy , j haritsa , s sudarshan , g bhalotia , m bawa , d shah",sigmod conference,2000,923
924,"aquery : query language for ordered data , optimization techniques , and experiments","a lerner , d shasha",vldb,2003,924
925,continuously adaptive continuous queries over streams,"s madden , m shah , j hellerstein , v raman",sigmod conference,2002,925
926,prefer : a system for the efficient execution of multi-parametric ranked queries,"v hristidis , n koudas , y papakonstantinou",sigmod conference,2001,926
927,visdb : a system for visualizing large databases,"d keim , h kriegel",sigmod conference,1995,927
928,using quantitative information for efficient association rule generation,"b pєssas , w jr. , m carvalho , r resende",sigmod record,2000,928
929,processing complex aggregate queries over data streams,"a dobra , m garofalakis , j gehrke , r rastogi",sigmod conference,2002,929
930,data management for earth system science,"j frew , j dozier",sigmod record,1997,930
931,efficient index structures for string databases,"t kahveci , a singh",vldb,2001,931
932,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995,932
933,ensuring relaxed atomicity for flexible transactions in multidatabase systems,"a zhang , m nodine , b bhargava , o bukhres",sigmod conference,1994,933
934,generic schema matching with cupid,"j madhavan , p bernstein , e rahm",vldb,2001,934
935,goal-oriented buffer management revisited,"k brown , m carey , m livny",sigmod conference,1996,935
936,stream processing of xpath queries with predicates,"a gupta , d suciu",sigmod conference,2003,936
937,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,937
938,structures for manipulating proposed updates in object-oriented databases,"m doherty , r hull , m rupawalla",sigmod conference,1996,938
939,efficient index structures for string databases,"t kahveci , a singh",vldb,2001,939
940,designing and mining multi-terabyte astronomy archives : the sloan digital sky survey,"a szalay , p kunszt , a thakar , j gray , d slutz",sigmod conference,2000,940
941,supporting top-k join queries in relational databases,"i ilyas , w aref , a elmagarmid",vldb,2003,941
942,rainforest - a framework for fast decision tree construction of large datasets,"j gehrke , r ramakrishnan , v ganti",vldb,1998,942
943,"design , implementation , and performance of the lham log-structured history data access method","p muth , p o'neil , a pick , g weikum",vldb,1998,943
944,advances in real-time database systems research,a bestavros,sigmod record,1996,944
945,fibonacci : a programming language for object databases,"a albano , g ghelli , r orsini",vldb j.,1995,945
946,semistructured und structured data in the web : going back and forth,"p atzeni , g mecca , p merialdo",sigmod record,1997,946
947,xcerpt and visxcerpt : from pattern-based to visual querying of xml and semistructured data,"s berger , f bry , s schaffert , c wieser",vldb,2003,947
948,database management systems and the internet,s malaika,vldb,1996,948
949,optimization of queries with user-defined predicates,"s chaudhuri , k shim",vldb,1996,949
950,editor 's notes,m franklin,sigmod record,1998,950
951,template-based wrappers in the tsimmis system,"j hammer , h garcia-molina , s nestorov , r yerneni , m breunig , v vassalos",sigmod conference,1997,951
952,mariposa : a wide-area distributed database system,"m stonebraker , p aoki , w litwin , a pfeffer , a sah , j sidell , c staelin , a yu",vldb j.,1996,952
953,the oracle warehouse,g hallmark,vldb,1995,953
954,power efficient data gathering and aggregation in wireless sensor networks,"h tan , i korpeoglu",sigmod record,2003,954
955,database research at the university of oklahoma,"l gruenwald , l brown , r dirckze , s guinepain , c sсnchez , b summers , s vanichayobon",sigmod record,1999,955
956,constructing the next 100 database management systems,"a geppert , k dittrich",sigmod record,1994,956
957,odefs : a file system interface to an object-oriented database,"n gehani , h jagadish , w roome",vldb,1994,957
958,data grid management systems,"a jagatheesan , a rajasekar",sigmod conference,2003,958
959,unisql 's next-generation object-relational database management system,"a d'andrea , p janus",sigmod record,1996,959
960,guest editorial,,,2003,960
961,editor 's notes,m franklin,sigmod record,2000,961
962,anatomy of a native xml base management system,"t fiebig , s helmer , c kanne , g moerkotte , j neumann , r schiele , t westmann",vldb j.,2002,962
